input_point_idx,input_valence,input_arousal,File,Char,earthy,airy,bright,dull,distorted,clear,balanced,unbalanced,alarming,soothing,close,far,falling,rising,awful,nice,boring,exciting,dangerous,safe,fast,slow,electronic,acoustic,assertive,easygoing,cheerful,gloomy,artificial,natural,energetic,lethargic,aggressive,peaceful,hard,soft,encouraging,discouraging,dynamic,static,distressing,reassuring,digital,analogue,descending,ascending,desolate,populous,dry,wet,clean,dirty,funny,serious,cold,hot,fearful,brave,chaotic,orderly,closed,open,comfortable,uncomfortable,empty,full,grainy,smooth,blunt,sharp,compressed,expanded
5,-0.6205862000644970,0.6367389164166460,11,K,0.5481497622958810,0.4518502377041190,0.4877675732843770,0.5122324267156230,0.6231803879739440,0.37681961202605600,0.35944245268527400,0.6405575473147260,0.6896641227989970,0.3103358772010030,0.4897976473463300,0.5102023526536700,0.6460079898403280,0.3539920101596720,0.6777107097300230,0.32228929026997700,0.5337333530835220,0.46626664691647800,0.659536646556863,0.34046335344313700,0.5758890586371370,0.4241109413628640,0.49947805098672000,0.5005219490132800,0.5332859306263360,0.4667140693736640,0.40786118775129000,0.5921388122487100,0.607000295977764,0.39299970402223600,0.48090495391136700,0.5190950460886330,0.702000565911147,0.2979994340888530,0.6735924559499580,0.32640754405004200,0.4196556751673270,0.5803443248326730,0.509389956767194,0.490610043232806,0.6777057928849960,0.3222942071150040,0.48381036233506200,0.5161896376649380,0.5838352979945920,0.4161647020054080,0.466739485788164,0.5332605142118360,0.4467217427220790,0.5532782572779210,0.37906603028172300,0.6209339697182770,0.4374397293263780,0.5625602706736220,0.49553313444131600,0.5044668655586840,0.5743605024308630,0.42563949756913700,0.7030610678329560,0.29693893216704400,0.47529154790732400,0.524708452092676,0.3227462889313550,0.6772537110686450,0.5134450229079150,0.48655497709208500,0.5883707144356160,0.41162928556438400,0.49124014424184000,0.5087598557581610,0.5607594151316520,0.4392405848683480
7,-0.7357007428268130,0.04858470030487690,12,L,0.6060134732311380,0.39398652676886200,0.41950089987962500,0.5804991001203750,0.6694180300417270,0.3305819699582730,0.3583008889547690,0.6416991110452310,0.5580084644138090,0.4419915355861910,0.4842337879542810,0.5157662120457190,0.6145970617945440,0.3854029382054560,0.6280274875286240,0.37197251247137600,0.6258265497399800,0.3741734502600200,0.5818752236886170,0.4181247763113830,0.5050055038869050,0.4949944961130950,0.4930904349739710,0.5069095650260290,0.5292966409253280,0.47070335907467300,0.3109186366343000,0.6890813633657000,0.6476195907618990,0.35238040923810100,0.3795360524912500,0.6204639475087500,0.5974411802798930,0.4025588197201070,0.6185571953562380,0.3814428046437630,0.3214642515127030,0.6785357484872970,0.419780456564043,0.580219543435957,0.6298249310469380,0.37017506895306200,0.4665192074859880,0.5334807925140120,0.6702793256838970,0.3297206743161030,0.5608669535802560,0.4391330464197440,0.4561254602965230,0.5438745397034770,0.30721153245607900,0.6927884675439210,0.4038745542087610,0.5961254457912390,0.55961867101936,0.44038132898064,0.6870597153612380,0.31294028463876200,0.6060823746392340,0.39391762536076600,0.5304855674030380,0.46951443259696200,0.30489850214009800,0.6951014978599020,0.551849379650825,0.4481506203491750,0.6252342693756610,0.3747657306243390,0.4678479964477660,0.5321520035522340,0.6094074399783820,0.39059256002161800
6,-0.35279430314166600,0.33792030769503300,13,M,0.5639943311014780,0.43600566889852200,0.4953758854183730,0.5046241145816270,0.6301782977426680,0.3698217022573320,0.33654978244147400,0.6634502175585260,0.5886683402744490,0.4113316597255510,0.4905872455867190,0.5094127544132810,0.5964268202740480,0.4035731797259520,0.593017492527916,0.406982507472084,0.5398833490550020,0.4601166509449980,0.5651167056462750,0.4348832943537260,0.5857346686217620,0.41426533137823800,0.49861240790900800,0.5013875920909920,0.538895170556994,0.461104829443006,0.41646035655067700,0.5835396434493230,0.6171797953002140,0.3828202046997860,0.4694505767361100,0.5305494232638900,0.6102905730600980,0.38970942693990200,0.6797767967921990,0.3202232032078010,0.4282239588745440,0.5717760411254560,0.5030869577315790,0.49691304226842100,0.5986462577322610,0.4013537422677390,0.4796889127426880,0.5203110872573120,0.587342378642225,0.41265762135777500,0.43423866560432500,0.5657613343956750,0.43123260420212700,0.5687673957978730,0.3890539926910820,0.6109460073089180,0.4146450955516200,0.5853549044483800,0.5176701905436640,0.4823298094563360,0.5589356320913440,0.44106436790865600,0.6026741948776970,0.39732580512230300,0.4569786014443780,0.543021398555622,0.33475920085426700,0.6652407991457330,0.4985878372532910,0.5014121627467090,0.5968264427641810,0.4031735572358190,0.4753606488506620,0.5246393511493390,0.5663519233055020,0.4336480766944980
3,-0.5366312658144790,0.619289396786267,14,N,0.5451329367065810,0.4548670632934200,0.4946505412077510,0.5053494587922490,0.6204078746549980,0.3795921253450020,0.3582790080420960,0.6417209919579040,0.6800241299578820,0.3199758700421180,0.49017806187787100,0.5098219381221290,0.6388762920940480,0.3611237079059520,0.6572440617299330,0.34275593827006700,0.5269616232839570,0.47303837671604300,0.6405981153677870,0.3594018846322130,0.5839041683540340,0.4160958316459660,0.4999569137447770,0.5000430862552230,0.5345387653366390,0.4654612346633620,0.416309938389316,0.5836900616106840,0.6057175317882400,0.3942824682117600,0.48782522431506000,0.5121747756849400,0.6876623175117260,0.3123376824882740,0.6795981202665990,0.32040187973340100,0.42764342511367200,0.5723565748863280,0.5163953420083170,0.48360465799168300,0.6596286518536880,0.34037134814631200,0.4847035278852390,0.5152964721147610,0.5775826902246170,0.4224173097753830,0.4549455416002310,0.5450544583997690,0.4440012417168300,0.5559987582831700,0.3845483784122880,0.6154516215877120,0.4374720862228930,0.5625279137771070,0.49029889556327400,0.5097011044367260,0.5631193916956760,0.43688060830432400,0.6821998204013480,0.3178001795986520,0.4683695578000100,0.5316304421999900,0.3270196888112980,0.6729803111887020,0.5084400598932930,0.4915599401067070,0.5870755017611930,0.4129244982388070,0.4924767288421210,0.5075232711578790,0.5577603686973230,0.44223963130267700
2,-0.48230583422590300,0.6333770745076920,15,O,0.5402809250916430,0.459719074908357,0.5010945119676770,0.49890548803232300,0.6153327022874020,0.3846672977125980,0.36080950452866000,0.6391904954713400,0.6761943378335260,0.3238056621664740,0.4906118807266170,0.5093881192733830,0.6272655416322480,0.372734458367752,0.6443584118566450,0.35564158814335500,0.5192631406185180,0.48073685938148300,0.6314707314642810,0.3685292685357190,0.5907344670965110,0.4092655329034890,0.5005256979830210,0.4994743020169790,0.5352152837129820,0.4647847162870180,0.42504864920789300,0.5749513507921080,0.6027931917374840,0.39720680826251600,0.49608517822971200,0.5039148217702880,0.68192769024497,0.31807230975503000,0.6800079759607740,0.3199920240392260,0.43629684785327500,0.563703152146725,0.5240598719703980,0.4759401280296020,0.6474894569435560,0.35251054305644400,0.48605334008909500,0.5139466599109050,0.569497060752844,0.430502939247156,0.44589460410771500,0.5541053958922850,0.44292303884317800,0.5570769611568220,0.3905552561814800,0.6094447438185210,0.4397584397952540,0.560241560204746,0.4834389338724900,0.5165610661275100,0.5520173614079690,0.4479826385920310,0.6713326073746620,0.32866739262533800,0.4629179353211310,0.5370820646788700,0.33368137121448800,0.666318628785512,0.5044817979979100,0.49551820200209000,0.5844787246618700,0.41552127533813000,0.49497253427397400,0.505027465726026,0.5536253123378640,0.44637468766213600
0,-0.39346460245154500,0.46502939600366300,16,P,0.5508674061329050,0.4491325938670950,0.5001115341231170,0.4998884658768830,0.6229274092469010,0.3770725907530990,0.3478465144034880,0.6521534855965120,0.6243072387473750,0.3756927612526250,0.49060308388887900,0.5093969161111210,0.6156883861801120,0.38431161381988800,0.6141604227112940,0.38583957728870600,0.5281411863517170,0.47185881364828300,0.5912231992795780,0.4087768007204220,0.5918698963132290,0.4081301036867710,0.49987025087439000,0.5001297491256100,0.5376270833072610,0.4623729166927390,0.4220259259721190,0.5779740740278810,0.6099229536683610,0.3900770463316390,0.48425618565832700,0.5157438143416730,0.6391174478224050,0.36088255217759500,0.6989115376514730,0.30108846234852700,0.43356425179311900,0.5664357482068810,0.5161426452221130,0.4838573547778870,0.6201004067156290,0.3798995932843710,0.48323974540814700,0.5167602545918530,0.5774257249334960,0.4225742750665040,0.43569382972555800,0.5643061702744430,0.4363989739970170,0.5636010260029840,0.3900405010148970,0.609959498985103,0.4271354729395750,0.5728645270604250,0.49490618312066200,0.5050938168793380,0.5536621925579090,0.44633780744209100,0.6309249035969050,0.3690750964030950,0.45777831483645900,0.5422216851635410,0.331976653157552,0.668023346842448,0.5004201739464360,0.49957982605356400,0.5904903032930930,0.40950969670690700,0.48680611572095300,0.5131938842790470,0.5590846675299960,0.4409153324700040
1,-0.6191865609176030,0.6448399929354510,17,Q,0.5473893923290770,0.45261060767092300,0.48842716218747000,0.5115728378125300,0.6223881113172390,0.3776118886827610,0.360075271440831,0.6399247285591690,0.6916975189706200,0.30830248102938000,0.4898507556901170,0.5101492443098830,0.6446863097673270,0.35531369023267300,0.6773183044923970,0.3226816955076030,0.5327124947911350,0.4672875052088650,0.6603941867747320,0.3396058132252680,0.5764553862314920,0.4235446137685090,0.49954754060250700,0.5004524593974930,0.5332701219607600,0.4667298780392400,0.40888217330392500,0.5911178266960750,0.60646370326585,0.39353629673415,0.48205077561029500,0.517949224389705,0.7034232938023890,0.29657670619761100,0.673214159480494,0.326785840519506,0.4206653835853360,0.5793346164146640,0.5103206018139180,0.48967939818608200,0.6770906552703970,0.32290934472960300,0.4840202898827400,0.5159797101172600,0.5827554589511520,0.41724454104884800,0.46612502720371800,0.5338749727962820,0.44680674621336600,0.5531932537866340,0.3797844286545570,0.6202155713454430,0.4380138613141840,0.5619861386858160,0.4946949035591510,0.5053050964408490,0.5731406481134340,0.4268593518865660,0.7036394064527160,0.2963605935472840,0.4749009719512440,0.5250990280487560,0.3236758565028390,0.6763241434971620,0.5131508313126060,0.48684916868739400,0.5879083850573940,0.41209161494260600,0.49163437559119600,0.5083656244088040,0.5601774099323850,0.4398225900676150
19,-0.6754688357777800,0.6861271299495610,18,R,0.5465860403714590,0.45341395962854100,0.48616565597598300,0.5138343440240170,0.6208682158868160,0.37913178411318400,0.36360619921562900,0.6363938007843720,0.6993858037204710,0.30061419627952900,0.4898318182233220,0.5101681817766780,0.6419713662753230,0.3580286337246780,0.6891487870415560,0.3108512129584440,0.533630637864706,0.46636936213529400,0.6771402203114330,0.32285977968856700,0.5729910993136150,0.4270089006863860,0.49948444079623900,0.5005155592037620,0.5323515470424940,0.4676484529575060,0.407164265427131,0.592835734572869,0.6051529988986160,0.39484700110138400,0.4814281590841160,0.5185718409158840,0.7178675035156380,0.2821324964843620,0.6674296139034220,0.3325703860965790,0.4193972518125990,0.5806027481874010,0.5089054713512900,0.49109452864871000,0.6856726246104590,0.31432737538954100,0.4841920535677890,0.5158079464322110,0.5826127808697920,0.41738721913020800,0.47170873583738100,0.5282912641626190,0.44905270982924200,0.5509472901707580,0.37918203113587800,0.6208179688641220,0.4400498296439770,0.5599501703560240,0.4950830244797950,0.5049169755202050,0.5759368644540640,0.4240631355459360,0.720359832571833,0.279640167428167,0.47811504317090800,0.5218849568290920,0.3252992882821220,0.6747007117178780,0.5153928202812700,0.48460717971873000,0.5869391513332830,0.4130608486667170,0.49220398038943500,0.5077960196105650,0.5598945122060720,0.4401054877939280
18,-0.6201178745001160,0.6441990670170660,19,S,0.5474893301349350,0.4525106698650650,0.48830069180443100,0.5116993081955690,0.6224854988854660,0.3775145011145340,0.3600288719140680,0.6399711280859320,0.69154416823543,0.3084558317645700,0.48984249168691700,0.5101575083130840,0.6448527686337990,0.3551472313662010,0.6775465456383490,0.32245345436165100,0.5328733759329800,0.4671266240670200,0.6604876437242870,0.33951235627571300,0.5763275958272550,0.4236724041727450,0.49953661254543200,0.5004633874545680,0.5332602778646780,0.4667397221353220,0.40870826142310900,0.5912917385768910,0.6065254697920510,0.3934745302079490,0.48187612894807700,0.5181238710519230,0.7034091246586600,0.2965908753413400,0.6731930769300260,0.3268069230699740,0.420498695464061,0.5795013045359390,0.510166911991557,0.48983308800844300,0.677312485113579,0.3226875148864210,0.48399203734598400,0.516007962654016,0.5829128533435020,0.4170871466564990,0.4662902825291530,0.5337097174708470,0.446824177947995,0.553175822052005,0.3796685650375110,0.6203314349624890,0.43795784099072500,0.5620421590092750,0.49482082027896600,0.5051791797210340,0.5733586814549350,0.42664131854506500,0.7037829889069970,0.2962170110930040,0.4750012301859610,0.5249987698140390,0.323556308153606,0.676443691846394,0.5132244143250600,0.48677558567494100,0.587963605799297,0.412036394200703,0.49158541999720300,0.5084145800027970,0.5602591993311340,0.43974080066886600
17,-0.46589668520079600,0.45530567947492000,20,T,0.5575588739475180,0.4424411260524830,0.4906379332141280,0.5093620667858720,0.631679918062251,0.36832008193774900,0.3433313339167470,0.656668666083253,0.6314557340879520,0.3685442659120480,0.4898343981566740,0.5101656018433270,0.6383093184855370,0.3616906815144630,0.6311238030325270,0.36887619696747300,0.5386319219766580,0.4613680780233420,0.6036903487306020,0.39630965126939800,0.5815611203994900,0.41843887960051000,0.4990077130110790,0.5009922869889210,0.5363877560709640,0.4636122439290360,0.40894206421658100,0.5910579357834190,0.6144195761159490,0.3855804238840510,0.4733151483896900,0.5266848516103100,0.6475854743654650,0.3524145256345350,0.6961782164925250,0.3038217835074750,0.4197723031933490,0.5802276968066510,0.505448190198951,0.4945518098010490,0.6368392492133430,0.3631607507866570,0.48139672886812700,0.5186032711318730,0.5902232969385480,0.4097767030614520,0.45090963812780500,0.5490903618721950,0.4382499289569700,0.5617500710430300,0.3800393073745170,0.6199606926254830,0.4250336514452130,0.5749663485547880,0.5051175262028870,0.49488247379711300,0.570161248291719,0.42983875170828100,0.6442310859473220,0.355768914052678,0.4666406025384090,0.5333593974615910,0.31923024288519800,0.6807697571148020,0.5067950872094190,0.49320491279058200,0.5943880055164860,0.40561199448351400,0.4840326728135430,0.5159673271864570,0.5655261175677040,0.4344738824322960
